"Y"	"X1"	"X2"	"X3"	"X4"
"1"	0.459711836195564	0.654372886365687	0.813733471206735	0.577353203404829	0.708862907298564
"2"	0.459711836195564	0.459711836195564	0.922687027843868	0.560247667160786	0.428124861496972
"3"	0.459711836195564	0.459711836195564	0.419136822142455	0.512124074854981	0.452206366173859
"4"	0.654372886365687	0.654372886365687	0.707106781186547	0.466418166605379	0.519421801244177
"5"	0.654372886365687	0.459711836195564	0.707106781186547	0.749892365175935	0.428124861496972
"6"	0.654372886365687	0.459711836195564	0.753370803500884	0.379289396030298	0.392109397101834
"7"	0.654372886365687	0.654372886365687	0.716598572084479	0.560247667160786	0.562972403467885
"8"	0.654372886365687	0.654372886365687	0.201346816564207	0.512124074854981	0.5072941439023
"9"	0.654372886365687	0.654372886365687	0.581238193719096	0.336162201171355	0.35030844989962
"10"	0.654372886365687	0.459711836195564	0.519875244910036	0.525806899186504	0.286405608568822
"11"	0.654372886365687	0.459711836195564	0.201346816564207	0.497720777518956	0.428124861496972
"12"	0.244395275812756	0.654372886365687	0.604040449692622	0.440341352367804	0.595896877036062
"13"	0.654372886365687	0.459711836195564	0.28474739872575	0.522449808413499	0.300500804454818
"14"	0.833382196587473	0.654372886365687	0.259937622455018	0.411514771614049	0.428124861496972
"15"	0.459711836195564	0.654372886365687	0.762286744657862	0.545127827821078	0.361403640071621
"16"	0.654372886365687	0.833382196587473	0.419136822142455	0.373529194529822	0.271504546138048
"17"	0.459711836195564	0.459711836195564	0.348742916231458	0.474585921362464	0.326592323866489
"18"	0.459711836195564	0.459711836195564	0.77109960095606	0.529123296947558	0.694130308602017
"19"	0.654372886365687	0.459711836195564	0.116247638743819	0.571769347037984	0.338719981208367
"20"	0.654372886365687	0.459711836195564	0.657595949221429	0.508593710190588	0.52528042127144
"21"	0.459711836195564	0.654372886365687	0.569494797451499	0.625387631797393	0.547480859199967
"22"	0.459711836195564	0.459711836195564	0.944400281603035	0.59083373607068	0.410738578914297
"23"	0.459711836195564	0.459711836195564	0.581238193719096	0.522449808413499	0.582292175405098
"24"	0.459711836195564	0.833382196587473	0.716598572084479	0.566069152000158	0.600278452774239
"25"	0.459711836195564	0.654372886365687	0.545249756806271	0.59083373607068	0.61710349161023
"26"	0.459711836195564	0.459711836195564	0.813733471206735	0.486397804503101	0.487974371965086
"27"	0.833382196587473	0.459711836195564	0.615124685229246	0.519051013583503	0.5072941439023
"28"	0.244395275812756	0.459711836195564	0.907923082823828	0.522449808413499	0.286405608568822
"29"	0.459711836195564	0.654372886365687	0.821994936526787	0.515609465496859	0.748640042591094
"30"	0.833382196587473	0.654372886365687	0.854242196177249	0.519051013583503	0.410738578914297
"31"	0.654372886365687	0.833382196587473	0.667791843275991	0.706980348830135	0.444423769741379
"32"	0.654372886365687	0.459711836195564	0.328797974610715	0.486397804503101	0.326592323866489
"33"	0.833382196587473	0.654372886365687	0.744348073184887	0.512124074854981	0.694130308602017
"34"	0.833382196587473	0.833382196587473	0.328797974610715	0.449312630361336	0.392109397101834
"35"	0.654372886365687	0.654372886365687	0.657595949221429	0.355483129805929	0.700123621279988
"36"	0.459711836195564	0.459711836195564	0.838273644284909	0.53563787769997	0.567938222555284
"37"	0.833382196587473	0.459711836195564	0.532713603903433	0.470532521812427	0.567938222555284
"38"	0.833382196587473	0.654372886365687	0.569494797451499	0.497720777518956	0.572811217137645
"39"	0.459711836195564	0.654372886365687	0.735214622093808	0.401189038055531	0.401590355369288
"40"	0.654372886365687	0.833382196587473	0	0.55429961844019	0.392109397101834
"41"	0.459711836195564	0.459711836195564	0.877650426007001	0.525806899186504	0.459763348036095
"42"	0.459711836195564	0.459711836195564	0.707106781186547	0.478580145078951	0.286405608568822
"43"	0.459711836195564	0.459711836195564	0.885315640765362	0.59083373607068	0.557910154706871
"44"	0.244395275812756	0.654372886365687	0.636714539967013	0.493998278390656	0.105703788533012
"45"	0.459711836195564	0.459711836195564	0.479301293269411	0.519051013583503	0.18070182003581
"46"	0.459711836195564	0.654372886365687	0.716598572084479	0.618341762632156	0.474250275956197
"47"	0.833382196587473	0.459711836195564	0.725966271273692	0.59083373607068	0.201568763396264
"48"	0.654372886365687	0.459711836195564	0.116247638743819	0.493998278390656	0.629045928610642
"49"	0.459711836195564	0.833382196587473	0.813733471206735	0.611109637630655	0.519421801244177
"50"	0.459711836195564	0.459711836195564	0.78842984571972	0.529123296947558	0.35030844989962
"51"	0.459711836195564	0.654372886365687	0.259937622455018	0.482516895953012	0.300500804454818
"52"	0.654372886365687	0.654372886365687	0.569494797451499	0.466418166605379	0.519421801244177
"53"	0.654372886365687	0.459711836195564	0.569494797451499	0.482516895953012	0.547480859199967
"54"	0.654372886365687	0.459711836195564	0.647239460260976	0.522449808413499	0.481202624490628
"55"	0.459711836195564	0.459711836195564	0.545249756806271	0.512124074854981	0.717318706479949
"56"	0.459711836195564	0.459711836195564	0.532713603903433	0.529123296947558	0.459763348036095
"57"	0.459711836195564	0.459711836195564	0.813733471206735	0.421464939615506	0.621145396134692
"58"	0.459711836195564	0.654372886365687	0.328797974610715	0.462240994393037	0.410738578914297
"59"	0.654372886365687	0.459711836195564	0.532713603903433	0.482516895953012	0.0401867152976669
"60"	0.244395275812756	0.459711836195564	0.716598572084479	0.790804167644347	0.201568763396264
"61"	0.654372886365687	0.654372886365687	0.805387266256829	0.59083373607068	0.557910154706871
"62"	0.654372886365687	0.459711836195564	0.83017419207609	0.486397804503101	0.68171378960217
"63"	0.654372886365687	0.833382196587473	0.232495277487639	0.512124074854981	0.577594793910985
"64"	0.244395275812756	0.459711836195564	0.532713603903433	0.608655814318406	0.313872844205416
"65"	0.833382196587473	0.459711836195564	0.164398987305357	0.435742933782244	0.361403640071621
"66"	0.459711836195564	0.833382196587473	0	0.560247667160786	0.519421801244177
"67"	0.459711836195564	0.654372886365687	0.328797974610715	0.466418166605379	0.654952095992007
"68"	0.654372886365687	0.654372886365687	0.862115562580356	0.482516895953012	0.133171024169606
"69"	1	0.654372886365687	0.28474739872575	0.519051013583503	0.536616886444139
"70"	0.654372886365687	0.654372886365687	0.581238193719096	0.453690315199257	0.542105460107431
"71"	0.654372886365687	0.654372886365687	0.762286744657862	0.519051013583503	0.61710349161023
"72"	0.459711836195564	0.654372886365687	0.707106781186547	0.656062864620528	0.791622469610652
"73"	0.459711836195564	0.654372886365687	0.707106781186547	0.515609465496859	0.0749980315027984
"74"	0.459711836195564	0.654372886365687	0.232495277487639	0.560247667160786	0.338719981208367
"75"	0.459711836195564	0.833382196587473	0.77109960095606	0.522449808413499	0.536616886444139
"76"	0.654372886365687	0.833382196587473	0.78842984571972	0.384930821985016	0.562972403467885
"77"	0.654372886365687	0.654372886365687	0.877650426007001	0.508593710190588	0.604587602447317
"78"	0.654372886365687	0.459711836195564	0.307562342614623	0.493998278390656	0.392109397101834
"79"	0.459711836195564	0.833382196587473	0.506711709709532	0.435742933782244	0.621145396134692
"80"	0.459711836195564	0.654372886365687	0.753370803500884	0.636741935985954	0.547480859199967
"81"	0.459711836195564	0.459711836195564	0.697485832462916	0.505017195662652	0.18070182003581
"82"	0.654372886365687	0.654372886365687	0.615124685229246	0.512124074854981	0.238874812702618
"83"	0.459711836195564	0.459711836195564	0.201346816564207	0.416535086143435	0.35030844989962
"84"	0.459711836195564	0.654372886365687	0.885315640765362	0.538837907925978	0.382270583432074
"85"	0.459711836195564	0.833382196587473	0.877650426007001	0.522449808413499	0.18070182003581
"86"	0.833382196587473	0.654372886365687	0.464990554975277	0.444863760544385	0.708862907298564
"87"	0.459711836195564	0.654372886365687	0.779812867365055	0.53563787769997	0.382270583432074
"88"	0.459711836195564	0.654372886365687	0	0.545127827821078	0.361403640071621
"89"	0.654372886365687	0.833382196587473	0.479301293269411	0.532399976414956	0.678515005670657
"90"	0.459711836195564	0.459711836195564	0.545249756806271	0.574575520000165	0.201568763396264
"91"	0.459711836195564	0.654372886365687	0.647239460260976	0.457999057245997	0.133171024169606
"92"	0.459711836195564	0.459711836195564	0.707106781186547	0.440341352367804	0.452206366173859
"93"	0.459711836195564	0	0.83017419207609	0.54821938009733	0.5072941439023
"94"	0.654372886365687	0.833382196587473	0.116247638743819	0.508593710190588	0.361403640071621
"95"	0.459711836195564	0.654372886365687	0.877650426007001	0.515609465496859	0.600278452774239
"96"	0.654372886365687	0.459711836195564	0.744348073184887	0.56317389254497	0.271504546138048
"97"	0.833382196587473	0.459711836195564	0.626012693075701	0.440341352367804	0.644163068649846
"98"	0.459711836195564	0.654372886365687	0.328797974610715	0.497720777518956	0.700123621279988
"99"	0.654372886365687	0.654372886365687	0.77109960095606	0.395876260146765	0.238874812702618
"100"	0.459711836195564	0.244395275812756	0.753370803500884	0.568934094045447	0.513428488566207
"101"	0.459711836195564	0.450225168890748	0.402693633128415	0.56317389254497	0.552747656908034
"102"	0.459711836195564	0.201346816564207	0.592748978363819	0.486397804503101	0.728182679235777
"103"	0.833382196587473	0.813733471206735	0.753370803500884	0.505017195662652	0.621145396134692
"104"	0.654372886365687	0.402693633128415	0.201346816564207	0.788259037985394	0.238874812702618
"105"	0.654372886365687	0.493196961916072	0.725966271273692	0.453690315199257	0.326592323866489
"106"	0.654372886365687	0.677834389404565	0.805387266256829	0.55728980629465	0.703069388437738
"107"	0.654372886365687	0.958602586538822	0.43495883620084	0.453690315199257	0.762993995440909
"108"	0.459711836195564	0.707106781186547	0.846295584424388	0.482516895953012	0.694130308602017
"109"	0.654372886365687	0	0.937218426183768	0.493998278390656	0.531010269935431
"110"	0.654372886365687	0.707106781186547	0.86991767240168	0.493998278390656	0.826694353173453
"111"	0.654372886365687	0.667791843275991	0.581238193719096	0.538837907925978	0.313872844205416
"112"	0.459711836195564	0.232495277487639	0.232495277487639	0.416535086143435	0.621145396134692
"113"	0.459711836195564	0.164398987305357	0	0.444863760544385	0.474250275956197
"114"	0.459711836195564	0.958602586538822	0.753370803500884	0.538837907925978	0.271504546138048
"115"	0.654372886365687	0.519875244910036	0.367607311046904	0.486397804503101	0.531010269935431
"116"	0.833382196587473	0.201346816564207	0.922687027843868	0.512124074854981	0.0749980315027984
"117"	0.654372886365687	0.667791843275991	0.402693633128415	0.497720777518956	0.401590355369288
"118"	0.654372886365687	0.307562342614623	0	0.486397804503101	0.765311322873737
"119"	0.459711836195564	0.647239460260976	0.813733471206735	0.421464939615506	0.595896877036062
"120"	0.833382196587473	0.557504090398278	0.626012693075701	0.411514771614049	0.542105460107431
"121"	0.459711836195564	0.43495883620084	0.615124685229246	0.508593710190588	0.481202624490628
"122"	0.833382196587473	0.307562342614623	0.479301293269411	0.636741935985954	0.536616886444139
"123"	0.459711836195564	0.557504090398278	0.116247638743819	0.625387631797393	0.481202624490628
"124"	0.459711836195564	0.877650426007001	0.846295584424388	0.568934094045447	0.401590355369288
"125"	0.654372886365687	0.557504090398278	0.348742916231458	0.493998278390656	0.536616886444139
"126"	0.654372886365687	0.615124685229246	0.687730305405377	0.532399976414956	0.372045836872224
"127"	0.833382196587473	0.78842984571972	0.557504090398278	0.606179784158584	0.577594793910985
"128"	0.459711836195564	0.604040449692622	0.83017419207609	0.505017195662652	0.572811217137645
